Degree Centrality,Betweenness Centrality,Closeness Centrality,Pagerank,Hubs,Authorities
0.013333333333333334,0.0,0.373134328358209,0.00428210389791984,0.004266065083649632,0.0042660650836496535
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847861
0.09333333333333334,0.0,0.5244755244755245,0.01879054451355543,0.0299555365443081,0.02995553654430812
0.08,0.0,0.5172413793103449,0.01657875458319071,0.026715592305857523,0.026715592305857527
0.08,0.0,0.5172413793103449,0.01657875458319071,0.026715592305857523,0.026715592305857527
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.00479456586791276
0.08,0.0,0.5172413793103449,0.01657875458319071,0.026715592305857523,0.026715592305857534
0.013333333333333334,0.0,0.3826530612244898,0.004433107327982463,0.0044255158377227355,0.004425515837722735
0.013333333333333334,0.0,0.3826530612244898,0.004403522309942897,0.00445477900803483,0.004454779008034829
0.013333333333333334,0.0,0.3826530612244898,0.004403522309942897,0.00445477900803483,0.004454779008034827
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.0044802048338478595
0.013333333333333334,0.0,0.3826530612244898,0.004433107327982463,0.0044255158377227355,0.004425515837722738
0.49333333333333335,0.39086229086229096,0.6637168141592921,0.11331662232954838,0.06086428545473899,0.06086428545473898
0.02666666666666667,0.0,0.423728813559322,0.0070361447536645095,0.009220081705635496,0.0092200817056355
0.17333333333333334,0.027438867438867438,0.5474452554744526,0.03382748988939814,0.041129248490716724,0.041129248490716724
0.09333333333333334,0.0,0.5244755244755245,0.01879054451355543,0.0299555365443081,0.029955536544308114
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847857
0.02666666666666667,0.0,0.42857142857142855,0.007102102554745368,0.009274770701760617,0.009274770701760618
0.37333333333333335,0.2398712998712999,0.6147540983606558,0.08102027672862633,0.05617940532098368,0.05617940532098367
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912761
0.013333333333333334,0.0,0.3826530612244898,0.004403522309942897,0.00445477900803483,0.004454779008034828
0.013333333333333334,0.0,0.3826530612244898,0.004433107327982463,0.0044255158377227355,0.0044255158377227355
0.02666666666666667,0.0,0.42134831460674155,0.007006559735624944,0.00924934487594759,0.009249344875947588
0.09333333333333334,0.0,0.5244755244755245,0.01879054451355543,0.0299555365443081,0.02995553654430811
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912762
0.4,0.28599742599742606,0.625,0.08913584011226264,0.05687365100726547,0.05687365100726546
0.02666666666666667,0.0,0.42134831460674155,0.007006559735624944,0.00924934487594759,0.009249344875947592
0.013333333333333334,0.0,0.373134328358209,0.00428210389791984,0.004266065083649632,0.004266065083649633
0.013333333333333334,0.0,0.373134328358209,0.00428210389791984,0.004266065083649632,0.004266065083649633
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912767
0.013333333333333334,0.0,0.373134328358209,0.0042526553347054085,0.004294461674689711,0.004294461674689711
0.013333333333333334,0.0,0.373134328358209,0.00428210389791984,0.004266065083649632,0.0042660650836496335
0.013333333333333334,0.0,0.35545023696682465,0.004185474140891037,0.0032399442384505777,0.0032399442384505794
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912767
0.013333333333333334,0.0,0.3826530612244898,0.004433107327982463,0.0044255158377227355,0.004425515837722738
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.00479456586791276
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912762
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847859
0.3066666666666667,0.11824967824967823,0.5905511811023622,0.061668894119733586,0.05451574729466349,0.05451574729466348
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847853
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912763
0.08,0.0,0.5172413793103449,0.01657875458319071,0.026715592305857523,0.026715592305857537
0.013333333333333334,0.0,0.3826530612244898,0.004403522309942897,0.00445477900803483,0.004454779008034831
0.013333333333333334,0.0,0.3826530612244898,0.004403522309942897,0.00445477900803483,0.004454779008034828
0.013333333333333334,0.0,0.3826530612244898,0.004433107327982463,0.0044255158377227355,0.004425515837722737
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912763
0.013333333333333334,0.0,0.3826530612244898,0.004433107327982463,0.0044255158377227355,0.004425515837722734
0.013333333333333334,0.0,0.3826530612244898,0.004403522309942897,0.00445477900803483,0.004454779008034826
0.09333333333333334,0.0,0.5244755244755245,0.01879054451355543,0.0299555365443081,0.029955536544308103
0.013333333333333334,0.0,0.3826530612244898,0.004433107327982463,0.0044255158377227355,0.004425515837722736
0.3066666666666667,0.13428571428571426,0.5905511811023622,0.062465604737880154,0.05415526872984251,0.0541552687298425
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847856
0.013333333333333334,0.0,0.373134328358209,0.0042526553347054085,0.004294461674689711,0.004294461674689718
0.013333333333333334,0.0,0.373134328358209,0.0042526553347054085,0.004294461674689711,0.004294461674689713
0.013333333333333334,0.0,0.3826530612244898,0.004403522309942897,0.00445477900803483,0.004454779008034829
0.013333333333333334,0.0,0.3826530612244898,0.004403522309942897,0.00445477900803483,0.004454779008034825
0.013333333333333334,0.0,0.3826530612244898,0.004433107327982463,0.0044255158377227355,0.004425515837722736
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847859
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847856
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912765
0.013333333333333334,0.0,0.3826530612244898,0.004433107327982463,0.0044255158377227355,0.004425515837722735
0.02666666666666667,0.0,0.41208791208791207,0.006855692760387455,0.009089027542602471,0.009089027542602475
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912763
0.08,0.0,0.5172413793103449,0.01657875458319071,0.026715592305857523,0.026715592305857534
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847857
0.37333333333333335,0.22491634491634496,0.6147540983606558,0.08004583923471582,0.05655088461655569,0.0565508846165557
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847856
0.013333333333333334,0.0,0.373134328358209,0.00428210389791984,0.004266065083649632,0.004266065083649633
0.09333333333333334,0.0,0.5244755244755245,0.01879054451355543,0.0299555365443081,0.02995553654430812
0.08,0.0,0.5172413793103449,0.01657875458319071,0.026715592305857523,0.026715592305857523
0.09333333333333334,0.0,0.5244755244755245,0.01879054451355543,0.0299555365443081,0.02995553654430811
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912763
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912768
0.013333333333333334,0.0,0.3865979381443299,0.004499065129063321,0.004480204833847854,0.004480204833847857
0.013333333333333334,0.0,0.40106951871657753,0.004576721636208363,0.004794565867912761,0.004794565867912763
0.013333333333333334,0.0,0.373134328358209,0.0042526553347054085,0.004294461674689711,0.004294461674689714
